,animal_id,group_no,inoculum,inoculation_batch,dpi,sample_mass_mg,date_nuc_prep,incubation_time_hrs,population,count_statistic,count_value
560,917447,10,ME7,BATCH3,90,237,2025-07-23,17.97,SOX2+,EstTotalCount_per_mg,1240.8776371308018
561,917425,20,CBH,BATCH3,120,238,2025-07-23,18.05,SOX2+,EstTotalCount_per_mg,1035.6680672268908
562,918262,19,22L,BATCH4,120,228,2025-08-07,17.72,SOX2+,EstTotalCount_per_mg,1712.5043859649122
563,916501,11,22L,BATCH2,90,245,2025-08-07,17.93,SOX2+,EstTotalCount_per_mg,1033.7714285714285
564,918288,9,RML,BATCH4,90,300,2025-08-11,20.12,SOX2+,EstTotalCount_per_mg,896.12
565,916476,12,CBH,BATCH1,90,257,2025-08-11,20.38,SOX2+,EstTotalCount_per_mg,1046.645914396887
566,916524,20,CBH,BATCH2,120,219,2025-08-12,18.7,SOX2+,EstTotalCount_per_mg,1058.9908675799086
567,916543,1,RML,BATCH2,60,203,2025-08-12,19.0,SOX2+,EstTotalCount_per_mg,1347.128078817734
568,918283,17,RML,BATCH4,120,240,2025-08-13,16.73,SOX2+,EstTotalCount_per_mg,947.1208333333333
569,918282,4,CBH,BATCH4,60,212,2025-08-13,17.25,SOX2+,EstTotalCount_per_mg,1180.872641509434
570,917422,1,RML,BATCH3,60,252,2025-08-19,19.02,SOX2+,EstTotalCount_per_mg,911.3055555555555
571,918318,4,CBH,BATCH4,60,221,2025-08-19,19.48,SOX2+,EstTotalCount_per_mg,689.1628959276018
572,917440,4,CBH,BATCH3,60,254,2025-08-20,18.8,SOX2+,EstTotalCount_per_mg,1031.3070866141732
573,916468,19,22L,BATCH1,120,243,2025-08-20,19.43,SOX2+,EstTotalCount_per_mg,707.1975308641976
574,917445,3,22L,BATCH3,60,294,2025-08-21,22.62,SOX2+,EstTotalCount_per_mg,1220.2312925170068
575,918278,17,RML,BATCH4,120,215,2025-08-21,18.08,SOX2+,EstTotalCount_per_mg,812.5162790697674
